New Orleans Pelicans	101	Orlando Magic	84
Detroit Pistons	106	Washington Wizards	89
Indiana Pacers	104	Golden State Warriors	98
Orlando Magic	103	Philadelphia 76ers	98
Oklahoma City Thunder	119	Denver Nuggets	94
Dallas Mavericks	92	Charlotte Hornets	81
Memphis Grizzlies	98	Portland Trail Blazers	92
Los Angeles Lakers	118	Boston Celtics	111
Miami Heat	119	Philadelphia 76ers	108
Chicago Bulls	87	Milwaukee Bucks	71
Houston Rockets	113	Minnesota Timberwolves	102
New Orleans Pelicans	100	Toronto Raptors	97
Brooklyn Nets	110	Denver Nuggets	82
Boston Celtics	115	Phoenix Suns	110
Utah Jazz	90	San Antonio Spurs	81
Memphis Grizzlies	90	Los Angeles Clippers	87
Golden State Warriors	114	Washington Wizards	107
Cleveland Cavaliers	102	Detroit Pistons	93
Oklahoma City Thunder	105	Indiana Pacers	92
Dallas Mavericks	99	Toronto Raptors	92
Miami Heat	93	Orlando Magic	90
Atlanta Hawks	104	Dallas Mavericks	87
Boston Celtics	115	New York Knicks	94
Charlotte Hornets	98	Chicago Bulls	86
Houston Rockets	110	Los Angeles Clippers	105
Milwaukee Bucks	104	Philadelphia 76ers	88
Minnesota Timberwolves	97	Washington Wizards	77
New Orleans Pelicans	102	Brooklyn Nets	96
Phoenix Suns	110	Denver Nuggets	96
Los Angeles Lakers	100	Utah Jazz	97
Sacramento Kings	102	Memphis Grizzlies	90
Portland Trail Blazers	111	San Antonio Spurs	95
Cleveland Cavaliers	110	Golden State Warriors	99
Phoenix Suns	117	Oklahoma City Thunder	113
Indiana Pacers	93	Cleveland Cavaliers	86
Philadelphia 76ers	89	Washington Wizards	81
Atlanta Hawks	95	Orlando Magic	88
Boston Celtics	106	Charlotte Hornets	98
New York Knicks	121	Detroit Pistons	115
Golden State Warriors	113	Toronto Raptors	89
Chicago Bulls	96	Minnesota Timberwolves	89
Houston Rockets	102	Brooklyn Nets	98
Los Angeles Clippers	97	Memphis Grizzlies	79
New Orleans Pelicans	104	Miami Heat	102
Utah Jazz	104	Denver Nuggets	82
San Antonio Spurs	107	Sacramento Kings	96
Los Angeles Lakers	101	Milwaukee Bucks	93
Portland Trail Blazers	115	Oklahoma City Thunder	112
Washington Wizards	99	Detroit Pistons	95
Atlanta Hawks	93	Miami Heat	91
New York Knicks	103	Toronto Raptors	98
Memphis Grizzlies	101	Minnesota Timberwolves	97
Brooklyn Nets	104	Dallas Mavericks	94
San Antonio Spurs	101	Phoenix Suns	74
Utah Jazz	82	Milwaukee Bucks	75
Los Angeles Clippers	96	Chicago Bulls	86
Oklahoma City Thunder	108	Los Angeles Lakers	101
Portland Trail Blazers	110	Sacramento Kings	99
Golden State Warriors	106	Boston Celtics	101
Indiana Pacers	94	Philadelphia 76ers	74
Charlotte Hornets	98	Orlando Magic	83
Houston Rockets	105	Cleveland Cavaliers	103
New Orleans Pelicans	99	Denver Nuggets	92
Toronto Raptors	114	Philadelphia 76ers	103
Brooklyn Nets	110	Golden State Warriors	108
Miami Heat	115	Phoenix Suns	98
Los Angeles Clippers	110	Minnesota Timberwolves	105
Dallas Mavericks	102	New Orleans Pelicans	93
Sacramento Kings	124	New York Knicks	86
Charlotte Hornets	104	Los Angeles Lakers	103
Cleveland Cavaliers	110	Boston Celtics	79
Atlanta Hawks	104	Houston Rockets	96
Chicago Bulls	97	Washington Wizards	92
Utah Jazz	93	Memphis Grizzlies	82
Denver Nuggets	106	Milwaukee Bucks	95
Indiana Pacers	105	New York Knicks	82
Phoenix Suns	105	Orlando Magic	100
Boston Celtics	85	Utah Jazz	84
Charlotte Hornets	115	Brooklyn Nets	91
Cleveland Cavaliers	120	Toronto Raptors	112
Memphis Grizzlies	102	Houston Rockets	100
Denver Nuggets	100	Minnesota Timberwolves	85
New Orleans Pelicans	88	Detroit Pistons	85
Oklahoma City Thunder	123	Philadelphia 76ers	118
Miami Heat	100	Los Angeles Lakers	94
San Antonio Spurs	112	Sacramento Kings	85
Golden State Warriors	102	Milwaukee Bucks	93
Portland Trail Blazers	98	Los Angeles Clippers	93
Chicago Bulls	108	Oklahoma City Thunder	105
Portland Trail Blazers	94	Dallas Mavericks	75
Charlotte Hornets	103	Toronto Raptors	94
Indiana Pacers	98	Chicago Bulls	84
Orlando Magic	119	Sacramento Kings	114
Utah Jazz	89	Philadelphia 76ers	83
Atlanta Hawks	106	Cleveland Cavaliers	97
Phoenix Suns	108	Brooklyn Nets	100
Houston Rockets	103	Detroit Pistons	93
Memphis Grizzlies	97	Los Angeles Lakers	90
Boston Celtics	104	New Orleans Pelicans	98
Washington Wizards	99	Miami Heat	97
San Antonio Spurs	120	Denver Nuggets	111
Golden State Warriors	104	Dallas Mavericks	89
New Orleans Pelicans	95	Memphis Grizzlies	89
Cleveland Cavaliers	89	Phoenix Suns	79
Miami Heat	114	Sacramento Kings	109
Indiana Pacers	92	New York Knicks	86
Philadelphia 76ers	92	Atlanta Hawks	84
Minnesota Timberwolves	121	Portland Trail Blazers	113
Milwaukee Bucks	91	Washington Wizards	85
Houston Rockets	114	Denver Nuggets	100
San Antonio Spurs	116	Chicago Bulls	105
Golden State Warriors	106	Los Angeles Clippers	98
Utah Jazz	95	Brooklyn Nets	88
Charlotte Hornets	108	Detroit Pistons	101
Orlando Magic	103	Boston Celtics	98
Oklahoma City Thunder	108	Toronto Raptors	104
Dallas Mavericks	100	Los Angeles Lakers	93
Washington Wizards	95	Charlotte Hornets	69
Atlanta Hawks	130	Sacramento Kings	105
Boston Celtics	100	Miami Heat	90
Memphis Grizzlies	101	Chicago Bulls	91
New Orleans Pelicans	114	Milwaukee Bucks	103
Denver Nuggets	106	New York Knicks	78
Golden State Warriors	98	Phoenix Suns	80
Los Angeles Clippers	89	Minnesota Timberwolves	76
Indiana Pacers	118	Orlando Magic	86
New Orleans Pelicans	111	Brooklyn Nets	91
Cleveland Cavaliers	127	Dallas Mavericks	94
San Antonio Spurs	117	Toronto Raptors	107
Utah Jazz	87	New York Knicks	82
Los Angeles Lakers	93	Detroit Pistons	85
Sacramento Kings	113	Charlotte Hornets	106
Chicago Bulls	104	Philadelphia 76ers	95
Boston Celtics	95	Memphis Grizzlies	92
Miami Heat	104	Brooklyn Nets	98
Milwaukee Bucks	97	Orlando Magic	91
Los Angeles Clippers	120	Oklahoma City Thunder	108
Denver Nuggets	115	Atlanta Hawks	102
Phoenix Suns	106	Minnesota Timberwolves	97
Golden State Warriors	105	Detroit Pistons	98
Portland Trail Blazers	105	Houston Rockets	100
Indiana Pacers	109	Milwaukee Bucks	103
Washington Wizards	107	Memphis Grizzlies	87
Cleveland Cavaliers	128	San Antonio Spurs	125
Utah Jazz	109	Houston Rockets	91
New York Knicks	101	Los Angeles Lakers	94
Charlotte Hornets	101	Chicago Bulls	91
Philadelphia 76ers	114	Sacramento Kings	107
Boston Celtics	95	Orlando Magic	88
Toronto Raptors	102	Miami Heat	92
Oklahoma City Thunder	113	Minnesota Timberwolves	99
Dallas Mavericks	129	Los Angeles Clippers	99
Denver Nuggets	114	Golden State Warriors	103
Atlanta Hawks	96	Phoenix Suns	87
Portland Trail Blazers	118	Detroit Pistons	99
Boston Celtics	93	Indiana Pacers	89
Washington Wizards	113	Sacramento Kings	97
Brooklyn Nets	94	Philadelphia 76ers	87
Memphis Grizzlies	96	Milwaukee Bucks	83
Utah Jazz	88	Detroit Pistons	85
Golden State Warriors	125	New York Knicks	94
Oklahoma City Thunder	109	Chicago Bulls	100
Houston Rockets	100	Los Angeles Clippers	98
Denver Nuggets	118	New Orleans Pelicans	111
Cleveland Cavaliers	123	Orlando Magic	108
San Antonio Spurs	123	Minnesota Timberwolves	97
Portland Trail Blazers	113	Toronto Raptors	97
Phoenix Suns	102	New York Knicks	89
Atlanta Hawks	91	Los Angeles Lakers	86
Toronto Raptors	117	Indiana Pacers	98
Washington Wizards	105	Portland Trail Blazers	97
Boston Celtics	108	Philadelphia 76ers	89
Memphis Grizzlies	92	Denver Nuggets	81
Brooklyn Nets	122	Minnesota Timberwolves	106
Miami Heat	106	Cleveland Cavaliers	92
Dallas Mavericks	119	Oklahoma City Thunder	115
Utah Jazz	94	Charlotte Hornets	66
Atlanta Hawks	110	Sacramento Kings	103
Golden State Warriors	108	Los Angeles Lakers	105
Detroit Pistons	105	Memphis Grizzlies	95
New York Knicks	104	San Antonio Spurs	100
Houston Rockets	107	Orlando Magic	94
New Orleans Pelicans	85	Milwaukee Bucks	84
Los Angeles Clippers	99	Charlotte Hornets	92
Cleveland Cavaliers	117	Brooklyn Nets	92
Philadelphia 76ers	94	Detroit Pistons	83
Miami Heat	108	Portland Trail Blazers	104
Toronto Raptors	105	Minnesota Timberwolves	100
Chicago Bulls	103	Indiana Pacers	86
San Antonio Spurs	114	Milwaukee Bucks	103
Oklahoma City Thunder	122	Boston Celtics	118
Dallas Mavericks	107	Orlando Magic	102
Los Angeles Clippers	116	Sacramento Kings	105
Golden State Warriors	114	Atlanta Hawks	95
Washington Wizards	88	Utah Jazz	84
Minnesota Timberwolves	95	New York Knicks	92
Houston Rockets	118	Denver Nuggets	108
Phoenix Suns	74	New Orleans Pelicans	72
Utah Jazz	80	Los Angeles Lakers	73
Orlando Magic	111	Portland Trail Blazers	104
Philadelphia 76ers	97	New York Knicks	81
Brooklyn Nets	129	Milwaukee Bucks	127
Cleveland Cavaliers	95	Indiana Pacers	92
Miami Heat	108	Denver Nuggets	91
Chicago Bulls	108	Toronto Raptors	92
Oklahoma City Thunder	123	Atlanta Hawks	115
Memphis Grizzlies	112	Dallas Mavericks	101
San Antonio Spurs	101	Boston Celtics	89
Sacramento Kings	101	Charlotte Hornets	91
Golden State Warriors	112	New Orleans Pelicans	96
Los Angeles Clippers	113	Washington Wizards	99
Brooklyn Nets	123	Indiana Pacers	111
Detroit Pistons	107	Chicago Bulls	91
Phoenix Suns	117	Houston Rockets	102
Memphis Grizzlies	97	Portland Trail Blazers	86
Golden State Warriors	106	Utah Jazz	91
Cleveland Cavaliers	108	Milwaukee Bucks	90
Oklahoma City Thunder	93	Miami Heat	75
San Antonio Spurs	114	Atlanta Hawks	95
Los Angeles Clippers	107	New Orleans Pelicans	100
Toronto Raptors	106	New York Knicks	89
Sacramento Kings	109	Washington Wizards	86
Detroit Pistons	105	Boston Celtics	97
Denver Nuggets	119	Orlando Magic	100
Charlotte Hornets	109	Minnesota Timberwolves	98
Phoenix Suns	98	Dallas Mavericks	92
Los Angeles Lakers	101	Philadelphia 76ers	87
Houston Rockets	110	Indiana Pacers	100
Boston Celtics	110	Brooklyn Nets	91
Memphis Grizzlies	103	New York Knicks	82
Chicago Bulls	98	Charlotte Hornets	86
Minnesota Timberwolves	106	Utah Jazz	104
Golden State Warriors	107	Washington Wizards	76
Detroit Pistons	108	Toronto Raptors	104
Milwaukee Bucks	89	Miami Heat	88
Oklahoma City Thunder	127	Los Angeles Lakers	117
Dallas Mavericks	101	San Antonio Spurs	94
Sacramento Kings	107	Philadelphia 76ers	106
Golden State Warriors	122	Portland Trail Blazers	108
Brooklyn Nets	91	Charlotte Hornets	88
Los Angeles Clippers	111	New York Knicks	80
Atlanta Hawks	95	Orlando Magic	83
Indiana Pacers	103	Washington Wizards	101
Miami Heat	93	Boston Celtics	86
Chicago Bulls	116	Toronto Raptors	103
Cleveland Cavaliers	111	Memphis Grizzlies	89
Los Angeles Lakers	101	Minnesota Timberwolves	99
Houston Rockets	95	New Orleans Pelicans	93
Philadelphia 76ers	99	Denver Nuggets	85
Portland Trail Blazers	92	Utah Jazz	89
San Antonio Spurs	130	Oklahoma City Thunder	91
Sacramento Kings	108	Phoenix Suns	99
Milwaukee Bucks	111	Indiana Pacers	107
Detroit Pistons	111	Orlando Magic	97
Los Angeles Clippers	119	Philadelphia 76ers	98
Washington Wizards	110	Charlotte Hornets	107
Atlanta Hawks	99	Miami Heat	86
Brooklyn Nets	106	Cleveland Cavaliers	98
Boston Celtics	96	New York Knicks	92
Toronto Raptors	94	Los Angeles Lakers	83
Houston Rockets	120	Minnesota Timberwolves	110
Golden State Warriors	107	Memphis Grizzlies	84
New Orleans Pelicans	102	Sacramento Kings	88
San Antonio Spurs	94	Dallas Mavericks	76
Denver Nuggets	107	Utah Jazz	91
Portland Trail Blazers	87	Phoenix Suns	81
Charlotte Hornets	115	Atlanta Hawks	100
Chicago Bulls	111	New York Knicks	80
Golden State Warriors	108	Milwaukee Bucks	95
Utah Jazz	94	Oklahoma City Thunder	89
Portland Trail Blazers	120	Denver Nuggets	114
Cleveland Cavaliers	87	Philadelphia 76ers	86
Brooklyn Nets	107	Los Angeles Lakers	99
New Orleans Pelicans	110	Minnesota Timberwolves	88
Los Angeles Clippers	119	Boston Celtics	106
Miami Heat	109	Detroit Pistons	102
Houston Rockets	99	Washington Wizards	91
San Antonio Spurs	103	Memphis Grizzlies	89
Indiana Pacers	104	Dallas Mavericks	99
Oklahoma City Thunder	109	Phoenix Suns	97
Boston Celtics	116	Charlotte Hornets	104
Los Angeles Lakers	113	Philadelphia 76ers	111
Atlanta Hawks	101	Milwaukee Bucks	88
Toronto Raptors	99	Houston Rockets	96
Memphis Grizzlies	97	Sacramento Kings	83
Utah Jazz	104	Minnesota Timberwolves	84
Portland Trail Blazers	109	Phoenix Suns	86
Brooklyn Nets	111	Indiana Pacers	106
Detroit Pistons	105	Atlanta Hawks	95
San Antonio Spurs	95	Miami Heat	81
Golden State Warriors	110	Los Angeles Clippers	106
Charlotte Hornets	102	Detroit Pistons	78
San Antonio Spurs	103	Orlando Magic	91
Washington Wizards	106	Philadelphia 76ers	93
Boston Celtics	100	Indiana Pacers	87
Brooklyn Nets	100	New York Knicks	98
Houston Rockets	115	Sacramento Kings	111
Milwaukee Bucks	95	Chicago Bulls	91
Toronto Raptors	113	Minnesota Timberwolves	99
Dallas Mavericks	135	Oklahoma City Thunder	131
Utah Jazz	98	Denver Nuggets	84
Los Angeles Clippers	126	Portland Trail Blazers	122
New Orleans Pelicans	113	Los Angeles Lakers	92
Cleveland Cavaliers	114	Miami Heat	88
Houston Rockets	108	Dallas Mavericks	101
Golden State Warriors	107	Phoenix Suns	106
Indiana Pacers	93	Charlotte Hornets	74
Washington Wizards	101	New York Knicks	87
Milwaukee Bucks	110	Boston Celtics	101
Brooklyn Nets	114	Toronto Raptors	109
Chicago Bulls	88	Detroit Pistons	82
Memphis Grizzlies	100	Oklahoma City Thunder	92
Orlando Magic	97	Minnesota Timberwolves	84
San Antonio Spurs	123	Denver Nuggets	93
New Orleans Pelicans	101	Sacramento Kings	95
Portland Trail Blazers	107	Los Angeles Lakers	77
Charlotte Hornets	92	Philadelphia 76ers	91
Atlanta Hawks	131	Brooklyn Nets	99
Detroit Pistons	99	Miami Heat	98
Boston Celtics	117	Toronto Raptors	116
Washington Wizards	92	Memphis Grizzlies	83
Golden State Warriors	123	Dallas Mavericks	110
Orlando Magic	97	Milwaukee Bucks	90
Los Angeles Clippers	107	Denver Nuggets	92
Phoenix Suns	87	Utah Jazz	85
Portland Trail Blazers	99	New Orleans Pelicans	90
Houston Rockets	115	Oklahoma City Thunder	112
Cleveland Cavaliers	99	Chicago Bulls	94
Indiana Pacers	112	Miami Heat	89
San Antonio Spurs	107	Golden State Warriors	92
New York Knicks	101	Philadelphia 76ers	91
Utah Jazz	101	Sacramento Kings	95
Los Angeles Clippers	106	Los Angeles Lakers	78
Brooklyn Nets	106	Portland Trail Blazers	96
Atlanta Hawks	96	Phoenix Suns	69
Miami Heat	105	Charlotte Hornets	100
New Orleans Pelicans	103	Golden State Warriors	100
San Antonio Spurs	113	Oklahoma City Thunder	88
Sacramento Kings	116	Minnesota Timberwolves	111
Los Angeles Clippers	105	Los Angeles Lakers	100
Toronto Raptors	92	Charlotte Hornets	74
Orlando Magic	105	Chicago Bulls	103
Washington Wizards	119	Philadelphia 76ers	90
Atlanta Hawks	114	Brooklyn Nets	111
Boston Celtics	113	Detroit Pistons	103
Indiana Pacers	102	New York Knicks	86
Memphis Grizzlies	110	New Orleans Pelicans	74
Cleveland Cavaliers	104	Milwaukee Bucks	99
San Antonio Spurs	110	Houston Rockets	98
Denver Nuggets	119	Los Angeles Lakers	101
Utah Jazz	103	Sacramento Kings	91
Dallas Mavericks	107	Phoenix Suns	104
Portland Trail Blazers	116	Minnesota Timberwolves	91
Chicago Bulls	89	Miami Heat	78
Golden State Warriors	116	Portland Trail Blazers	105
Toronto Raptors	101	Orlando Magic	99
Atlanta Hawks	104	Charlotte Hornets	80
Brooklyn Nets	117	Washington Wizards	80
Boston Celtics	99	Cleveland Cavaliers	90
Indiana Pacers	107	Detroit Pistons	103
Milwaukee Bucks	99	New York Knicks	91
San Antonio Spurs	104	Houston Rockets	103
New Orleans Pelicans	90	Phoenix Suns	75
Oklahoma City Thunder	116	Sacramento Kings	103
Dallas Mavericks	144	Denver Nuggets	143
Memphis Grizzlies	89	Utah Jazz	88
Los Angeles Lakers	106	Minnesota Timberwolves	98
New York Knicks	80	Orlando Magic	79
Toronto Raptors	107	Miami Heat	104
Chicago Bulls	114	Philadelphia 76ers	107
Los Angeles Clippers	94	Memphis Grizzlies	86
Utah Jazz	111	Portland Trail Blazers	105
Golden State Warriors	110	Minnesota Timberwolves	101
Milwaukee Bucks	96	Brooklyn Nets	73
Boston Celtics	117	Cleveland Cavaliers	78
Detroit Pistons	116	Charlotte Hornets	77
Denver Nuggets	122	Sacramento Kings	111
Indiana Pacers	116	Oklahoma City Thunder	104
Washington Wizards	108	Atlanta Hawks	99
Houston Rockets	121	New Orleans Pelicans	114
San Antonio Spurs	107	Phoenix Suns	91
Dallas Mavericks	120	Los Angeles Lakers	106
Houston Rockets	100	Charlotte Hornets	90
Cleveland Cavaliers	109	Detroit Pistons	97
Milwaukee Bucks	107	Philadelphia 76ers	97
New York Knicks	112	Atlanta Hawks	108
Chicago Bulls	113	Brooklyn Nets	86
Miami Heat	100	Orlando Magic	93
New Orleans Pelicans	100	Minnesota Timberwolves	88
Oklahoma City Thunder	101	Portland Trail Blazers	90
Utah Jazz	109	Dallas Mavericks	92
Sacramento Kings	102	Los Angeles Lakers	92
Golden State Warriors	111	Memphis Grizzlies	107
Los Angeles Clippers	110	Denver Nuggets	103
Boston Celtics	95	Toronto Raptors	93
Indiana Pacers	99	Washington Wizards	95
Los Angeles Clippers	112	Phoenix Suns	101
Chicago Bulls	91	Atlanta Hawks	85
Dallas Mavericks	114	Portland Trail Blazers	98
Houston Rockets	117	Utah Jazz	91
Memphis Grizzlies	95	Indiana Pacers	83
Boston Celtics	105	Milwaukee Bucks	100
Oklahoma City Thunder	138	Minnesota Timberwolves	113
New Orleans Pelicans	108	San Antonio Spurs	103
Brooklyn Nets	101	Orlando Magic	88
Cleveland Cavaliers	113	Washington Wizards	108
Detroit Pistons	112	New York Knicks	90
Miami Heat	105	Philadelphia 76ers	101
Toronto Raptors	92	Charlotte Hornets	87
Golden State Warriors	133	Denver Nuggets	126
Sacramento Kings	122	Los Angeles Lakers	99

